order_id;Date_and_time_of_unloading;Product_code;Amount;Sale_amount;Discount_amount;Profit;Percentage_markup;Discount_percentage
382;05.01.2020 16:00:00;1808;3;695;145;284;69,1;17,26
383;06.01.2020 16:00:00;129;2;630;70;272;75,98;10
384;06.01.2020 16:00:00;133;1;300;80;112;59,57;21,05
385;06.01.2020 16:00:00;140;2;500;;250;100;
386;06.01.2020 16:00:00;144;1;210;;85;68;
387;06.01.2020 16:00:00;159;1;450;;206;84,43;
388;06.01.2020 16:00:00;209;2;671,49;168,51;201,49;42,87;20,06
389;06.01.2020 16:00:00;211;1;650;;303,5;87,59;
390;06.01.2020 16:00:00;212;1;650;;303,5;87,59;
391;06.01.2020 16:00:00;217;1;700;;290,5;70,94;
392;06.01.2020 16:00:00;256;1;330;;158;91,86;
393;06.01.2020 16:00:00;258;1;800;;334;71,67;
394;06.01.2020 16:00:00;276;1;330;;160;94,12;
395;06.01.2020 16:00:00;282;1;470;;299;174,85;
396;06.01.2020 16:00:00;296;1;160;20;66,19;70,56;11,11
397;06.01.2020 16:00:00;310;4,5;3140;100;1632,5;108,29;3,09
398;06.01.2020 16:00:00;364;1;350;;215;159,26;
399;06.01.2020 16:00:00;380;3;837,21;62,79;387,21;86,05;6,98
400;06.01.2020 16:00:00;474;1;350;;163,56;87,73;
401;06.01.2020 16:00:00;479;1;300;;150,14;100,19;
402;06.01.2020 16:00:00;490;11,5;8400,81;339,19;4655,49;124,3;3,88
403;06.01.2020 16:00:00;519;1;200;;200;;
404;06.01.2020 16:00:00;564;4,5;2031,43;128,57;1022,53;101,35;5,95
405;06.01.2020 16:00:00;566;11;2330;90;1090,41;87,97;3,72
406;06.01.2020 16:00:00;591;3;450;;292,5;185,71;
407;06.01.2020 16:00:00;615;1;430;;185;75,51;
408;06.01.2020 16:00:00;616;1;365;45;121;49,59;10,98
409;06.01.2020 16:00:00;643;3;750;;309;70,07;
410;06.01.2020 16:00:00;646;7;1930;30;915;90,15;1,53
411;06.01.2020 16:00:00;653;3;809,3;90,7;365,3;82,27;10,08
412;06.01.2020 16:00:00;706;2;280;40;106,54;61,42;12,5
413;06.01.2020 16:00:00;799;1;360;40;125;53,19;10
414;06.01.2020 16:00:00;843;3;610;50;235;62,67;7,58
415;06.01.2020 16:00:00;888;1;900;;-250;-21,74;
416;06.01.2020 16:00:00;899;3;1011,07;38,93;1011,07;;3,71
417;06.01.2020 16:00:00;914;1;600;;225;60;
418;06.01.2020 16:00:00;925;1;770;;426,3;124,03;
419;06.01.2020 16:00:00;965;1;225;25;110;95,65;10
420;06.01.2020 16:00:00;1019;1,5;1042;38;569,5;120,53;3,52
421;06.01.2020 16:00:00;1032;4;699,52;100,48;259,52;58,98;12,56
422;06.01.2020 16:00:00;1085;5,5;2277,64;182,36;1225,76;116,53;7,41
423;06.01.2020 16:00:00;1126;1;450;;181,2;67,41;
424;06.01.2020 16:00:00;1131;2;719,51;80,49;267,51;59,18;10,06
425;06.01.2020 16:00:00;1145;2,25;974,64;195,36;412,14;73,27;16,7
426;06.01.2020 16:00:00;1205;8;3989,06;490,94;2451,22;159,39;10,96
427;06.01.2020 16:00:00;1213;6;4085,57;234,43;2195,57;116,17;5,43
428;06.01.2020 16:00:00;1238;3;700;50;355;102,9;6,67
429;06.01.2020 16:00:00;1317;2;388,37;11,63;193,37;99,16;2,91
430;06.01.2020 16:00:00;1318;1;180;20;82,5;84,62;10
431;06.01.2020 16:00:00;1326;1,75;1130,36;129,64;526,61;87,22;10,29
432;06.01.2020 16:00:00;1392;4;1573,66;226,34;553,66;54,28;12,57
433;06.01.2020 16:00:00;1405;1;216,63;13,37;101,63;88,37;5,81
434;06.01.2020 16:00:00;1415;1;350;;164;88,17;
435;06.01.2020 16:00:00;1474;1,25;1030;70;469,59;83,79;6,36
436;06.01.2020 16:00:00;1486;1;630;70;230;57,5;10
437;06.01.2020 16:00:00;1510;1;280;;150;115,38;
438;06.01.2020 16:00:00;1512;1;250;30;123,33;97,36;10,71
439;06.01.2020 16:00:00;1517;1;600;;305;103,39;
440;06.01.2020 16:00:00;1549;1,25;1000;;500;100;
441;06.01.2020 16:00:00;1561;3;1582,35;97,65;882,45;126,08;5,81
442;06.01.2020 16:00:00;1568;1;264;66;99;60;20
443;06.01.2020 16:00:00;1590;1;320;40;124;63,27;11,11
444;06.01.2020 16:00:00;1633;2;2310;90;1240;115,89;3,75
445;06.01.2020 16:00:00;1634;1;330;40;122;58,65;10,81
446;06.01.2020 16:00:00;1637;1;450;;200;80;
447;06.01.2020 16:00:00;1649;4;1725,53;194,47;992,22;135,31;10,13
448;06.01.2020 16:00:00;1651;1;380;;184;93,88;
449;06.01.2020 16:00:00;1658;1;350;;196;127,27;
450;06.01.2020 16:00:00;1661;1;375;45;155;70,45;10,71
451;06.01.2020 16:00:00;1672;3;1650;;820,5;98,92;
452;06.01.2020 16:00:00;1675;1;600;;294;96,08;
453;06.01.2020 16:00:00;1701;2;740,7;39,3;290,7;64,6;5,04
454;06.01.2020 16:00:00;1733;3,75;2011,12;88,88;1289,24;178,59;4,23
455;06.01.2020 16:00:00;1739;1;1200;;600;100;
456;06.01.2020 16:00:00;1759;1;330;;144,99;78,37;
457;06.01.2020 16:00:00;1769;8,75;5142,81;107,19;2745,31;114,51;2,04
458;06.01.2020 16:00:00;1770;1;300;;126;72,41;
459;06.01.2020 16:00:00;1772;1;765;115;303,76;65,86;13,07
460;06.01.2020 16:00:00;1775;0,75;619,9;100,1;220,75;55,31;13,9
461;06.01.2020 16:00:00;1777;5;3819,41;180,59;1797,16;88,87;4,51
462;06.01.2020 16:00:00;1779;2;1491,39;268,61;568,89;61,67;15,26
463;06.01.2020 16:00:00;1781;1;743,74;136,26;282,5;61,25;15,48
464;06.01.2020 16:00:00;1782;0,5;320;80;117,78;58,24;20
465;06.01.2020 16:00:00;1783;1;350;;173;97,74;
466;06.01.2020 16:00:00;1784;1;880;;418,74;90,78;
467;06.01.2020 16:00:00;1786;2,25;1890,78;269,22;693,33;57,9;12,46
468;06.01.2020 16:00:00;1789;1,5;1320;;628,12;90,78;
469;06.01.2020 16:00:00;1790;1;670;;323,5;93,36;
470;06.01.2020 16:00:00;1797;1;470;;198;72,79;
471;07.01.2020 16:00:00;129;4;1365;35;649;90,64;2,5
472;07.01.2020 16:00:00;131;5;1438,89;61,11;708,89;97,11;4,07
473;07.01.2020 16:00:00;135;1;311,67;18,33;147,67;90,04;5,55
474;07.01.2020 16:00:00;137;2;818,18;21,82;356,18;77,1;2,6
475;07.01.2020 16:00:00;138;1;331,82;18,18;163,82;97,51;5,19
476;07.01.2020 16:00:00;139;1;283,33;16,67;151,33;114,64;5,56
477;07.01.2020 16:00:00;142;3;840;;414;97,18;
478;07.01.2020 16:00:00;144;2;560;;310;124;
479;07.01.2020 16:00:00;177;1;900;100;332;58,45;10
480;07.01.2020 16:00:00;216;1;230;;122;112,96;
481;07.01.2020 16:00:00;276;1;330;;160;94,12;
482;07.01.2020 16:00:00;282;1;239,72;60,28;68,72;40,19;20,09
483;07.01.2020 16:00:00;310;6,25;4392,5;107,5;2298,75;109,79;2,39
484;07.01.2020 16:00:00;356;1;300;;223,5;292,16;
485;07.01.2020 16:00:00;358;1;300;;207,04;222,72;
486;07.01.2020 16:00:00;364;1;350;;215;159,26;
487;07.01.2020 16:00:00;373;2;719,16;180,84;207,16;40,46;20,09
488;07.01.2020 16:00:00;464;1;249,27;30,73;119,27;91,75;10,98
489;07.01.2020 16:00:00;474;1;313,46;36,54;127,02;68,13;10,44
490;07.01.2020 16:00:00;479;2;570;30;270,28;90,18;5
491;07.01.2020 16:00:00;490;11,25;7322,36;1227,64;3658,46;99,85;14,36
492;07.01.2020 16:00:00;519;1;200;;200;;
493;07.01.2020 16:00:00;564;9,75;4580,5;99,5;2394,55;109,54;2,13
494;07.01.2020 16:00:00;591;7;1034,38;15,62;666,88;181,46;1,49
495;07.01.2020 16:00:00;643;2;500;;206;70,07;
496;07.01.2020 16:00:00;646;1;280;;135;93,1;
497;07.01.2020 16:00:00;687;1;230;;145,04;170,72;
498;07.01.2020 16:00:00;706;13;1900,52;179,48;773,03;68,56;8,63
499;07.01.2020 16:00:00;761;2;445;25;195;78;5,32
500;07.01.2020 16:00:00;898;2;625,92;74,08;625,92;;10,58
501;07.01.2020 16:00:00;899;3;874,65;175,35;874,65;;16,7
502;07.01.2020 16:00:00;1019;1,75;1043,95;216,05;492,7;89,38;17,15
503;07.01.2020 16:00:00;1032;4;729,99;70,01;289,99;65,91;8,75
504;07.01.2020 16:00:00;1085;4;1574,55;285,45;809,56;105,83;15,35
505;07.01.2020 16:00:00;1090;2;560;;320;133,33;
506;07.01.2020 16:00:00;1145;5,25;2458,12;271,88;1145,62;87,29;9,96
507;07.01.2020 16:00:00;1205;2;1081,92;38,08;697,46;181,41;3,4
508;07.01.2020 16:00:00;1213;1,5;1080;;607,5;128,57;
509;07.01.2020 16:00:00;1217;2;340;20;178,34;110,32;5,56
510;07.01.2020 16:00:00;1238;2;450;50;220;95,65;10
511;07.01.2020 16:00:00;1250;1;215,75;54,25;97,75;82,84;20,09
512;07.01.2020 16:00:00;1317;7;1340;60;657,5;96,34;4,29
513;07.01.2020 16:00:00;1318;2;360;40;165;84,62;10
514;07.01.2020 16:00:00;1326;0,25;160;20;73,75;85,51;11,11
515;07.01.2020 16:00:00;1405;1;183,79;46,21;68,79;59,82;20,09
516;07.01.2020 16:00:00;1474;2,25;1780,9;199,1;772,15;76,55;10,06
517;07.01.2020 16:00:00;1501;3;1609,38;490,62;664,38;70,3;23,36
518;07.01.2020 16:00:00;1509;1;250,77;29,23;124,1;97,97;10,44
519;07.01.2020 16:00:00;1510;2;470,77;89,23;210,77;81,07;15,93
520;07.01.2020 16:00:00;1512;2;504;56;250,66;98,94;10
521;07.01.2020 16:00:00;1549;2,5;1775,76;224,24;775,76;77,58;11,21
522;07.01.2020 16:00:00;1554;1;417,07;182,93;42,07;11,22;30,49
523;07.01.2020 16:00:00;1561;0,5;252;28;135,35;116,03;10
524;07.01.2020 16:00:00;1588;1;230,96;99,04;65,96;39,98;30,01
525;07.01.2020 16:00:00;1590;1;324;36;128;65,31;10
526;07.01.2020 16:00:00;1633;2;2054,94;345,06;984,94;92,05;14,38
527;07.01.2020 16:00:00;1649;9;3906,07;413,93;2256,1;136,74;9,58
528;07.01.2020 16:00:00;1696;1;207;23;102;97,14;10
529;07.01.2020 16:00:00;1726;5;1750;;785;81,35;
530;07.01.2020 16:00:00;1733;7,5;3948,47;251,53;2504,72;173,49;5,99
531;07.01.2020 16:00:00;1747;1;252;28;100,37;66,19;10
532;07.01.2020 16:00:00;1748;1;160;;93,92;142,13;
533;07.01.2020 16:00:00;1755;1;560;140;186,46;49,92;20
534;07.01.2020 16:00:00;1758;1;900;100;331,32;58,26;10
535;07.01.2020 16:00:00;1769;11,5;6420;480;3269;103,74;6,96
536;07.01.2020 16:00:00;1772;2,5;2030,4;169,6;877,27;76,08;7,71
537;07.01.2020 16:00:00;1775;0,75;575,97;144,03;176,82;44,3;20
538;07.01.2020 16:00:00;1777;1,25;719,32;280,68;213,76;42,28;28,07
539;07.01.2020 16:00:00;1781;0,75;615;45;269,06;77,78;6,82
540;07.01.2020 16:00:00;1782;1,5;1187,88;12,12;581,21;95,8;1,01
541;07.01.2020 16:00:00;1784;2;1325,99;434,01;403,49;43,74;24,66
542;07.01.2020 16:00:00;1786;3;2503,04;376,96;906,44;56,77;13,09
543;07.01.2020 16:00:00;1789;1,1;861,91;106,09;354,54;69,88;10,96
544;07.01.2020 16:00:00;1797;1;470;;198;72,79;
545;07.01.2020 16:00:00;1798;1;615;155;173;39,14;20,13
546;07.01.2020 16:00:00;1806;3;752;88;347;85,68;10,48
547;07.01.2020 16:00:00;1807;2;500;60;240;92,31;10,71
548;08.01.2020 17:00:00;129;1;350;;171;95,53;
549;08.01.2020 17:00:00;133;1;380;;192;102,13;
550;08.01.2020 17:00:00;135;1;330;;166;101,22;
551;08.01.2020 17:00:00;137;2;840;;378;81,82;
552;08.01.2020 17:00:00;138;1;350;;182;108,33;
553;08.01.2020 17:00:00;139;1;300;;168;127,27;
554;08.01.2020 17:00:00;141;1;330;40;115;53,49;10,81
555;08.01.2020 17:00:00;142;4;1120;;552;97,18;
556;08.01.2020 17:00:00;144;2;530;30;280;112;5,36
557;08.01.2020 17:00:00;213;1;582,14;67,86;276,14;90,24;10,44
558;08.01.2020 17:00:00;247;2;1160;;494;74,17;
559;08.01.2020 17:00:00;256;1;330;;158;91,86;
560;08.01.2020 17:00:00;257;2;590;70;284;92,81;10,61
561;08.01.2020 17:00:00;276;2;660;;320;94,12;
562;08.01.2020 17:00:00;282;2;680;;338;98,83;
563;08.01.2020 17:00:00;310;6,75;4680;180;2418,75;106,97;3,7
564;08.01.2020 17:00:00;358;1;300;;207,04;222,72;
565;08.01.2020 17:00:00;381;3;900;;591;191,26;
566;08.01.2020 17:00:00;464;2;560;;300;115,38;
567;08.01.2020 17:00:00;476;2;570;30;265,56;87,23;5
568;08.01.2020 17:00:00;489;2;504;56;168,88;50,39;10
569;08.01.2020 17:00:00;564;5;2325;75;1204;107,4;3,13
570;08.01.2020 17:00:00;591;2;284,21;15,79;179,21;170,68;5,26
571;08.01.2020 17:00:00;643;1;200;50;53;36,05;20
572;08.01.2020 17:00:00;645;1;250;30;110;78,57;10,71
573;08.01.2020 17:00:00;646;2;530;30;240;82,76;5,36
574;08.01.2020 17:00:00;661;1;330;40;143;76,47;10,81
575;08.01.2020 17:00:00;687;1;200;;115,04;135,4;
576;08.01.2020 17:00:00;688;2;510;30;264,56;107,79;5,56
577;08.01.2020 17:00:00;761;1;220;;95;76;
578;08.01.2020 17:00:00;840;1;240;60;48;25;20
579;08.01.2020 17:00:00;843;1;220;;95;76;
580;08.01.2020 17:00:00;898;3;979,54;70,46;979,54;;6,71
581;08.01.2020 17:00:00;899;2;595;105;595;;15
582;08.01.2020 17:00:00;925;1;770;;426,3;124,03;
583;08.01.2020 17:00:00;1011;1;585;65;300;105,26;10
584;08.01.2020 17:00:00;1019;0,5;360;;202,5;128,57;
585;08.01.2020 17:00:00;1032;1;200;;90;81,82;
586;08.01.2020 17:00:00;1085;3,5;1269,1;130,9;599,72;89,59;9,35
587;08.01.2020 17:00:00;1090;4;1080;;600;125;
588;08.01.2020 17:00:00;1145;1,5;709,18;70,82;334,18;89,11;9,08
589;08.01.2020 17:00:00;1205;1,25;641;59;400,3;166,31;8,43
590;08.01.2020 17:00:00;1213;0,5;340;20;182,5;115,87;5,56
591;08.01.2020 17:00:00;1214;1;540;60;220,5;69,01;10
592;08.01.2020 17:00:00;1217;2;340;20;178,34;110,32;5,56
593;08.01.2020 17:00:00;1250;2;486;54;250;105,93;10
594;08.01.2020 17:00:00;1317;1;200;;102,5;105,13;
595;08.01.2020 17:00:00;1318;1;200;;102,5;105,13;
596;08.01.2020 17:00:00;1326;0,5;305,77;54,23;133,27;77,26;15,06
597;08.01.2020 17:00:00;1353;1;134,3;15,7;9,3;7,44;10,47
598;08.01.2020 17:00:00;1474;0,5;350;90;125,84;56,14;20,45
599;08.01.2020 17:00:00;1509;1;250;30;123,33;97,36;10,71
600;08.01.2020 17:00:00;1510;1;250;30;120;92,31;10,71
601;08.01.2020 17:00:00;1517;1;540;60;245;83,05;10
602;08.01.2020 17:00:00;1549;2,5;1920;80;920;92;4
603;08.01.2020 17:00:00;1561;1;560;;326,7;140,03;
604;08.01.2020 17:00:00;1565;2;825;175;307;59,27;17,5
605;08.01.2020 17:00:00;1633;1,5;1650;150;847,5;105,61;8,33
606;08.01.2020 17:00:00;1643;1;280;;165;143,48;
607;08.01.2020 17:00:00;1649;1,75;774,15;65,85;453,32;141,3;7,84
608;08.01.2020 17:00:00;1701;1;390;;165;73,33;
609;08.01.2020 17:00:00;1733;4;1999,55;240,45;1229,55;159,68;10,73
610;08.01.2020 17:00:00;1745;2;360;;210,14;140,22;
611;08.01.2020 17:00:00;1747;2;530;30;226,74;74,77;5,36
612;08.01.2020 17:00:00;1748;6;869;91;472,52;119,18;9,48
613;08.01.2020 17:00:00;1755;1;560;140;186,46;49,92;20
614;08.01.2020 17:00:00;1769;0,5;300;;163;118,98;
615;08.01.2020 17:00:00;1770;2;600;;252;72,41;
616;08.01.2020 17:00:00;1772;1,25;985,67;114,33;409,11;70,96;10,39
617;08.01.2020 17:00:00;1775;2,5;2185;215;854,5;64,22;8,96
618;08.01.2020 17:00:00;1779;1,25;1010;90;433,43;75,17;8,18
619;08.01.2020 17:00:00;1781;2;1670,18;89,82;747,68;81,05;5,1
620;08.01.2020 17:00:00;1782;0,25;159,52;40,48;58,41;57,77;20,24
621;08.01.2020 17:00:00;1784;0,75;660;;314,06;90,78;
622;08.01.2020 17:00:00;1786;0,25;191,69;48,31;58,64;44,07;20,13
623;08.01.2020 17:00:00;1789;2,5;2110;90;956,87;82,98;4,09
624;08.01.2020 17:00:00;1796;1;450;;197;77,87;
625;08.01.2020 17:00:00;1803;1;280;;145;107,41;
626;09.01.2020 21:00:00;133;1;265,91;114,09;77,91;41,44;30,02
627;09.01.2020 21:00:00;142;3;611,86;228,14;185,86;43,63;27,16
628;09.01.2020 21:00:00;177;1;699,76;300,24;131,76;23,2;30,02
629;09.01.2020 21:00:00;257;2;660;;354;115,69;
630;09.01.2020 21:00:00;310;1,75;1242;18;655,75;111,86;1,43
631;09.01.2020 21:00:00;380;2;540;60;240;80;10
632;09.01.2020 21:00:00;464;3;750;90;360;92,31;10,71
633;09.01.2020 21:00:00;476;1;300;;147,78;97,08;
634;09.01.2020 21:00:00;479;2;480;120;180,28;60,15;20
635;09.01.2020 21:00:00;483;1;489,83;210,17;154,71;46,17;30,02
636;09.01.2020 21:00:00;530;1;230;;122;112,96;
637;09.01.2020 21:00:00;564;1;343,11;136,89;118,91;53,04;28,52
638;09.01.2020 21:00:00;579;1;650;;344;112,42;
639;09.01.2020 21:00:00;646;1;166,46;43,54;21,46;14,8;20,73
640;09.01.2020 21:00:00;681;3;1290;;534;70,63;
641;09.01.2020 21:00:00;688;3;756;54;387,84;105,35;6,67
642;09.01.2020 21:00:00;696;1;560;;340;154,55;
643;09.01.2020 21:00:00;706;1;160;;73,27;84,48;
644;09.01.2020 21:00:00;770;2,5;1243,89;256,11;637,64;105,18;17,07
645;09.01.2020 21:00:00;828;1;839,72;360,28;190,72;29,39;30,02
646;09.01.2020 21:00:00;843;1;240;60;115;92;20
647;09.01.2020 21:00:00;888;1;1100;;-50;-4,35;
648;09.01.2020 21:00:00;898;1;280;70;280;;20
649;09.01.2020 21:00:00;899;1;350;;350;;
650;09.01.2020 21:00:00;965;3;750;;405;117,39;
651;09.01.2020 21:00:00;1011;1;454,85;195,15;169,85;59,6;30,02
652;09.01.2020 21:00:00;1032;2;358,54;41,46;138,54;62,97;10,37
653;09.01.2020 21:00:00;1057;1;300;;144;92,31;
654;09.01.2020 21:00:00;1071;1;420;;184;77,97;
655;09.01.2020 21:00:00;1085;0,25;100;;52,19;109,16;
656;09.01.2020 21:00:00;1145;0,5;260;;135;108;
657;09.01.2020 21:00:00;1205;1,5;810;30;480;145,45;3,57
658;09.01.2020 21:00:00;1213;0,25;160;20;81,25;103,17;11,11
659;09.01.2020 21:00:00;1250;2;540;;304;128,81;
660;09.01.2020 21:00:00;1326;1;720;;375;108,7;
661;09.01.2020 21:00:00;1378;0,75;672;48;288;75;6,67
662;09.01.2020 21:00:00;1450;0,5;395;45;170;75,56;10,23
663;09.01.2020 21:00:00;1471;1;255;65;93;57,41;20,31
664;09.01.2020 21:00:00;1474;0,75;571,09;88,91;234,84;69,84;13,47
665;09.01.2020 21:00:00;1486;1;489,83;210,17;89,83;22,46;30,02
666;09.01.2020 21:00:00;1512;3;840;;459,99;121,05;
667;09.01.2020 21:00:00;1568;1;330;;165;100;
668;09.01.2020 21:00:00;1571;1;979,67;420,33;264,67;37,02;30,02
669;09.01.2020 21:00:00;1573;1;839,72;360,28;355,72;73,5;30,02
670;09.01.2020 21:00:00;1574;1;370;;164,3;79,87;
671;09.01.2020 21:00:00;1580;1;478,91;121,29;102,71;27,3;20,21
672;09.01.2020 21:00:00;1634;1;370;;162;77,88;
673;09.01.2020 21:00:00;1649;1,5;695;25;420;152,73;3,47
674;09.01.2020 21:00:00;1658;1;350;;196;127,27;
675;09.01.2020 21:00:00;1665;1;760;40;410;117,14;5
676;09.01.2020 21:00:00;1702;0,25;250;;113,5;83,15;
677;09.01.2020 21:00:00;1727;8;3840;960;1304;51,42;20
678;09.01.2020 21:00:00;1733;5,75;2955,94;264,06;1849,07;167,05;8,2
679;09.01.2020 21:00:00;1745;4;640;80;340,28;113,53;11,11
680;09.01.2020 21:00:00;1753;1;320;80;138,24;76,06;20
681;09.01.2020 21:00:00;1755;1;560;140;186,46;49,92;20
682;09.01.2020 21:00:00;1772;1;855;25;393,75;85,37;2,84
683;09.01.2020 21:00:00;1775;1;910;50;377,8;70,99;5,21
684;09.01.2020 21:00:00;1778;1;280;70;103;58,19;20
685;09.01.2020 21:00:00;1781;1,25;967,95;132,05;391,39;67,88;12
686;09.01.2020 21:00:00;1782;2;1500;100;691,1;85,44;6,25
687;09.01.2020 21:00:00;1785;1;1924,35;825,65;272,35;16,49;30,02
688;09.01.2020 21:00:00;1787;1;330;;176;114,29;
689;09.01.2020 21:00:00;1788;1;350;;173;97,74;
690;09.01.2020 21:00:00;1789;0,5;440;;209,38;90,79;
691;09.01.2020 21:00:00;1795;1;839,72;360,28;160,72;23,67;30,02
692;09.01.2020 21:00:00;1796;2;604,89;295,11;98,89;19,54;32,79
693;09.01.2020 21:00:00;1801;0,75;784;56;278,5;55,09;6,67
694;11.01.2020 15:00:00;129;3;943,27;106,73;406,27;75,66;10,16
695;11.01.2020 15:00:00;137;1;333,75;86,25;102,75;44,48;20,54
696;11.01.2020 15:00:00;256;1;230;100;58;33,72;30,3
697;11.01.2020 15:00:00;295;1;399,46;100,54;91,46;29,69;20,11
698;11.01.2020 15:00:00;310;3,5;2440,71;79,29;1268,21;108,16;3,15
699;11.01.2020 15:00:00;380;1;300;;150;100;
700;11.01.2020 15:00:00;476;3;855;45;398,34;87,23;5
701;11.01.2020 15:00:00;519;1;200;;200;;
702;11.01.2020 15:00:00;530;1;230;;122;112,96;
703;11.01.2020 15:00:00;564;6;2720;160;1374,8;102,2;5,56
704;11.01.2020 15:00:00;591;3;435;15;277,5;176,19;3,33
705;11.01.2020 15:00:00;617;1;300;130;46;18,11;30,23
706;11.01.2020 15:00:00;646;2;473,2;86,8;183,2;63,17;15,5
707;11.01.2020 15:00:00;696;3,75;1981,51;118,49;1156,51;140,18;5,64
708;11.01.2020 15:00:00;706;3;390;90;129,81;49,89;18,75
709;11.01.2020 15:00:00;717;4;886,32;113,68;886,32;;11,37
710;11.01.2020 15:00:00;770;1,75;945;105;520,63;122,68;10
711;11.01.2020 15:00:00;840;5;949,53;300,47;-10,47;-1,09;24,04
712;11.01.2020 15:00:00;899;2;629,77;70,23;629,77;;10,03
713;11.01.2020 15:00:00;1030;5;980;20;490;100;2
714;11.01.2020 15:00:00;1032;9;1638,71;161,29;648,71;65,53;8,96
715;11.01.2020 15:00:00;1054;3;1824,27;335,73;684,27;60,02;15,54
716;11.01.2020 15:00:00;1085;2,3;765,74;154,26;325,86;74,08;16,77
717;11.01.2020 15:00:00;1145;1,25;635;15;322,5;103,2;2,31
718;11.01.2020 15:00:00;1171;1;340;90;114;50,44;20,93
719;11.01.2020 15:00:00;1213;1,5;1005;75;532,5;112,7;6,94
720;11.01.2020 15:00:00;1326;1;603,78;116,22;258,78;75,01;16,14
721;11.01.2020 15:00:00;1377;0,5;530;30;233;78,45;5,36
722;11.01.2020 15:00:00;1378;3;2561,37;318,63;1025,37;66,76;11,06
723;11.01.2020 15:00:00;1396;1;615,08;154,92;158,08;34,59;20,12
724;11.01.2020 15:00:00;1474;3;2329,23;310,77;984,24;73,18;11,77
725;11.01.2020 15:00:00;1485;2;945;15;485;105,43;1,56
726;11.01.2020 15:00:00;1505;1,25;1438,53;61,47;637,28;79,54;4,1
727;11.01.2020 15:00:00;1509;2;530,62;29,38;277,28;109,45;5,25
728;11.01.2020 15:00:00;1512;4;1001,48;118,52;494,8;97,66;10,58
729;11.01.2020 15:00:00;1561;4,75;2570;90;1461,83;131,91;3,38
730;11.01.2020 15:00:00;1563;2,5;1400;;900;180;
731;11.01.2020 15:00:00;1620;1;250,7;29,3;110,7;79,07;10,46
732;11.01.2020 15:00:00;1637;1;359,46;90,54;109,46;43,78;20,12
733;11.01.2020 15:00:00;1640;2;538,6;61,4;288,6;115,44;10,23
734;11.01.2020 15:00:00;1649;3,45;1366,01;269,99;733,51;115,97;16,5
735;11.01.2020 15:00:00;1665;3;2160;240;1110;105,71;10
736;11.01.2020 15:00:00;1702;1;924,63;75,37;378,63;69,35;7,54
737;11.01.2020 15:00:00;1733;12,75;5833,04;426,96;3378,66;137,66;6,82
738;11.01.2020 15:00:00;1745;1;161,11;18,89;86,18;115,01;10,49
739;11.01.2020 15:00:00;1747;1;280;;128,37;84,66;
740;11.01.2020 15:00:00;1748;5;731,1;68,9;400,7;121,28;8,61
741;11.01.2020 15:00:00;1755;3;1677,55;422,45;556,93;49,7;20,12
742;11.01.2020 15:00:00;1772;3;2390;250;1006,25;72,72;9,47
743;11.01.2020 15:00:00;1775;0,75;596,71;123,29;197,56;49,5;17,12
744;11.01.2020 15:00:00;1781;0,25;220;;104,69;90,79;
745;11.01.2020 15:00:00;1782;3;2398,52;1,48;1185,17;97,68;0,06
746;11.01.2020 15:00:00;1784;0,75;660;;314,06;90,78;
747;11.01.2020 15:00:00;1789;0,5;370;70;139,38;60,44;15,91
748;11.01.2020 15:00:00;1798;1;615,08;154,92;173,08;39,16;20,12
749;11.01.2020 15:00:00;1801;1,75;1813,66;146,34;634,16;53,77;7,47
750;11.01.2020 15:00:00;1805;1;222,5;57,5;87,5;64,81;20,54
751;12.01.2020 16:00:00;129;1;350;;171;95,53;
752;12.01.2020 16:00:00;135;1;330;;166;101,22;
753;12.01.2020 16:00:00;144;3;710;60;335;89,33;7,79
754;12.01.2020 16:00:00;276;1;295;35;125;73,53;10,61
755;12.01.2020 16:00:00;310;0,75;520,71;19,29;269,46;107,25;3,57
756;12.01.2020 16:00:00;380;4;1030,96;169,04;430,96;71,83;14,09
757;12.01.2020 16:00:00;472;1;270;30;124,86;86,03;10
758;12.01.2020 16:00:00;564;2;910;50;461,6;102,94;5,21
759;12.01.2020 16:00:00;591;1;150;;97,5;185,71;
760;12.01.2020 16:00:00;651;0,75;487,62;112,38;210,12;75,72;18,73
761;12.01.2020 16:00:00;687;1;200;;115,04;135,4;
762;12.01.2020 16:00:00;696;3,25;1567,06;252,94;852,06;119,17;13,9
763;12.01.2020 16:00:00;706;1;160;;73,27;84,48;
764;12.01.2020 16:00:00;717;4;861,76;138,24;861,76;;13,82
765;12.01.2020 16:00:00;770;3;1602,27;197,73;874,76;120,24;10,99
766;12.01.2020 16:00:00;828;1;960;240;311;47,92;20
767;12.01.2020 16:00:00;840;2;400;100;16;4,17;20
768;12.01.2020 16:00:00;898;1;350;;350;;
769;12.01.2020 16:00:00;1012;1;429,34;50,66;159,34;59,01;10,55
770;12.01.2020 16:00:00;1030;1;200;;102;104,08;
771;12.01.2020 16:00:00;1032;1;200;;90;81,82;
772;12.01.2020 16:00:00;1054;1,25;709,41;190,59;235,66;49,74;21,18
773;12.01.2020 16:00:00;1145;0,25;115;15;52,5;84;11,54
774;12.01.2020 16:00:00;1171;1;344;86;118;52,21;20
775;12.01.2020 16:00:00;1178;2;800;;330;70,21;
776;12.01.2020 16:00:00;1238;1;250;30;135;117,39;10,71
